Alfabet,Title,Description,Mamfaat Pemeriksaan
C,Calcium Ion ,"Pemeriksaan calcium (Ca) ion mengukur konsentrasi calcium yang tidak terikat pada protein dalam darah. Sekitar setengah dari calcium dalam darah terikat pada protein, terutama albumin. Calcium adalah salah satu mineral yang melimpah dan berperan penting dalam tubuh. Calcium terutama berperan penting untuk cell signaling dan berfungsinya kerja otot, saraf, dan jantung. Calcium juga dibutuhkan untuk pembekuan darah dan sangat penting dalam pembentukan, kepadatan, dan pemeliharaan tulang. Pemeriksaan calcium ion membutuhkan sampel darah yang diambil dari pembuluh darah vena di lengan.","Memantau konsentrasi calcium terionisasi, terutama pada pasien kritis; menyaring, mendiagnosis, dan memantau berbagai kondisi yang dapat mempengaruhi konsentrasi calcium dalam darah seperti penyakit atau gangguan pada ginjal, tulang, tiroid, paratiroid, atau saraf, dan kanker tertentu."
C,Calcitonin,Pemeriksaan calcitonin mengukur konsentrasi hormon calcitonin dalam darah. Calcitonin adalah hormon yang diproduksi oleh sel-sel tertentu dalam tiroid yang disebut sebagai sel-C. Tiroid merupakan kelenjar berbentuk kupu-kupu kecil yang terletak di dalam bagian depan leher bawah. Kelenjar tiroid memproduksi calcitonin dan beberapa hormon lain yang berperan dalam mengatur laju metabolisme tubuh. Pemeriksaan calcitonin membutuhkan sampel darah yang diambil dari pembuluh darah vena di lengan.,"Pemeriksaan calcitonin bermanfaat untuk :
Diagnosis hyperplasia C-sel dan kanker medula tiroid
Pemantauan bagi pasien dengan kanker tiroid; medulla yang sedang diobati, calcitonin diperiksa rutin untuk melihat efektivitas pengobatan dan kemungkinan kekambuhan.
Skrining kelompok risiko multiple endocrine neoplasia type 2 (MEN 2), yaitu pada orang yang memiliki riwayat MEN 2 di keluarganya. Skrining dilakukan sedini mungkin untuk mendeteksi kanker tiroid medula atau hyperplasia sel C
Pemeriksaan sebelum operasi bagi pasien yang memiliki nodul pada tiroid"
C,Calcium ,"Kalsium darah digunakan untuk membantu skrining, diagnosis dan monitoring suatu keadaan yang berkaitan dengan tulang, jantung, ginjal dan saraf. Kadar kalsium darah tidak menyatakan secara langsung berapa banyak jumlah kalsium yang terdapat dalam tulang, akan tetapi berapa banyak kalsium yang bersirkulasi dalam darah.","Mendeteksi beberapa kondisi seperti primary hiperparathyroidsme (HPT), karsinoma dengan atau tanpa metastase tulang, dehidrasi, sarcidosis, hipervitaminosis, penyakit hati kronis lanjut, bakteremia, defisiensi vitamin D, pankreatitis akut, asidosis tubular ginjal, osteomalacia, penyakit celiac dan gangguan malabsorpsi lainnya."
C,Caffein Urine,"Kafein sering digunakan untuk orang dewasa sebagai pereda nyeri (analgesik), obat migrain, dan untuk tetap waspada dan / atau terjaga. Ini juga merupakan obat pilihan untuk mengobati apnea (gagal napas) pada bayi baru lahir prematur yang berhenti bernapas. Apnea membahayakan jumlah oksigen yang tersedia bagi tubuh. Ini adalah kondisi umum dan serius pada bayi baru lahir prematur yang harus segera dirawat dan dipantau secara ketat, termasuk untuk emmantau kadar caffein dalam tubuh.","Untuk menentukan konsentrasi kafein dalam urine, menentukan apakah terjadi toksisitas kaffein."
C,Caffein Plasma EDTA,"Kafein sering digunakan untuk orang dewasa sebagai pereda nyeri (analgesik), obat migrain, dan untuk tetap waspada dan / atau terjaga. Ini juga merupakan obat pilihan untuk mengobati apnea (gagal napas) pada bayi baru lahir prematur yang berhenti bernapas. Apnea membahayakan jumlah oksigen yang tersedia bagi tubuh. Ini adalah kondisi umum dan serius pada bayi baru lahir prematur yang harus segera dirawat dan dipantau secara ketat, termasuk untuk emmantau kadar caffein dalam tubuh.","Untuk menentukan konsentrasi kafein dalam darah, untuk menetapkan dosis yang tepat dan untuk mempertahankan tingkat terapeutik(kadar dimana obat memberikan efek); juga penting untuk menentukan apakah terjadi toksisitas."
C,Cadmium (Urine),,Silahkan cek email anda untuk mendapatkan kata sandi baru
C,Cadmium (Cd) Rambut,"Salah satu jenis logam berat yang digunakan dalam industri.  Konsentrasi yang tinggi  dapat mencemari tanah, udara, makanan, dan air",Biomonitoring pajanan Cadmium
C,"CA 27.29,CSF (17419X)",Pengukuran penanda tumor pada cerebrospinal fluid (CSF ; cairan yang menyangga sistem saraf pusat). CSF berpotensi penting dalam meningitis neoplastik (penyebaran kanker pada meningen atau ganas),Memantau kanker yang menyebar ke otak
C,Cadmium,Pemeriksaan cadmium (Cd) mengukur konsentrasi logam berat Cd dalam darah  yang bersifat toksik bagi manusia.,Pemeriksaan dilakukan  bila ada  tanda atau gejala defisiensi/kelebihan Cd
C,Cadmium (Cd) Wholeblood,"Salah satu jenis logam berat yang digunakan dalam industri.  Konsentrasi yang tinggi  dapat mencemari tanah, udara, makanan, dan air",Biomonitoring pajanan Cadmium dalam darah
C,CA 72-4,"merupakan tumor associated glycoprotein. Antigen ini telah ditemukan dalam berbagai adenokarsinoma manusia termasuk kolorektal, lambung, ovarium, payudara, dan paru-paru, jarang diekspresikan dalam jaringan dewasa jinak dan normal.","1. Membantu diagnosis karsinoma saluran cerna
2. Membantu diagnosis kista ovarium bersama dengan CEA
3. Memantau pasca operasi dan kekambuhan"
C,CA 19-9 (Rebaseline),"Pemeriksaan CA 19-9 mengukur konsentrasi cancer antigen 19-9 (CA 19-9) dalam darah. CA 19-9 merupakan protein yang ditemukan pada permukaan sel-sel kanker tertentu, terutama sel-sel kanker pankreas. CA 19-9 bukan penyebab kanker, namun dilepaskan oleh sel-sel kanker ke dalam aliran darah, sehingga dapat berguna sebagai penanda tumor untuk memantau perkembangan kanker.","Penanda tumor pankreas (tidak direkomendasikan untuk uji skrining dan diagnosa), dan pemantauan terhadap pengobatan pada pasien kanker kolorektal."
C,CA 27.29,"Tes antigen kanker 27,29 (CA 27.29) adalah tes darah yang digunakan untuk mendeteksi antigen yang terkait dengan kanker payudara. Antigen adalah protein pada permukaan sel yang berfungsi sebagai pengidentifikasi kankernya. CA 27.29 adalah salah satu dari beberapa antigen yang digunakan dokter sebagai penanda tumor untuk kanker payudara. Tanda-tanda ini cenderung meningkat setiap kali terdapat kanker.",Tes CA 27.29 terutama digunakan untuk memantau stadium 4 kanker payudara metastatik dan lebih jarang untuk mendeteksi kekambuhan pada orang yang sebelumnya dirawat karena kanker payudara stadium awal.
C,CA 19-9,"Pemeriksaan CA 19-9 mengukur konsentrasi cancer antigen 19-9 (CA 19-9) dalam darah. CA 19-9 merupakan protein yang ditemukan pada permukaan sel-sel kanker tertentu, terutama sel-sel kanker pankreas. CA 19-9 bukan penyebab kanker, namun dilepaskan oleh sel-sel kanker ke dalam aliran darah, sehingga dapat berguna sebagai penanda tumor untuk memantau perkembangan kanker.","Penanda tumor pankreas (tidak direkomendasikan untuk uji skrining dan diagnosa), dan pemantauan terhadap pengobatan pada pasien kanker kolorektal."
C,CA 15-3 (Rebaseline),"Pemeriksaan CA 15-3 mengukur konsentrasi cancer antigen 15-3 (CA 15-3) dalam darah. CA 15-3 merupakan protein yang diproduksi oleh sel-sel payudara yang normal, namun pada orang dengan kanker payudara akan mengalami peningkatan produksi CA 15-3. CA 15-3 bukan penyebab kanker, namun dilepaskan oleh sel-sel kanker ke dalam aliran darah, sehingga dapat berguna sebagai penanda tumor untuk memantau perkembangan kanker.",Memantau respon pengobatan kanker payudara dan mendeteksi kekambuhan.
C,CA 125,Pemeriksaan CA-125 mengukur konsentrasi cancer antigen 125 (CA-125) dalam darah. CA-125 merupakan protein yang ditemukan dalam sel-sel kanker ovarium,"1. Memantau respon pengobatan dan kekambuhan kanker ovarium. 

2. Seleksi terapi karsinoma endometrium dengan Ca 125 <20 mendapat terapi konservatif daripada yang konsentrasinya tinggi."
C,CA 15-3,"Pemeriksaan CA 15-3 mengukur konsentrasi cancer antigen 15-3 (CA 15-3) dalam darah. CA 15-3 merupakan protein yang diproduksi oleh sel-sel payudara yang normal, namun pada orang dengan kanker payudara akan mengalami peningkatan produksi CA 15-3. CA 15-3 bukan penyebab kanker, namun dilepaskan oleh sel-sel kanker ke dalam aliran darah, sehingga dapat berguna sebagai penanda tumor untuk memantau perkembangan kanker. ",Memantau respon pengobatan kanker payudara dan mendeteksi kekambuhan.
C,"C1 Esterase Inhibitor, Protein ",Pemeriksaan yang dilakukan untuk mengukur konsentrasi protein C1 esterase inhibitor esterase menggunakan metode nefelometri,Mendiagnosis angioedema (pembengkakan di bawah kulit yang disebabkan oleh reaksi alergi) herediter dan untuk memantau respon terhadap terapi
C,C4 Komplemen ,"Komplemen merupakan bagian dari sistem imun bawaan. Tidak seperti imunitas dapatan yang menghasilkan antibodi, sistem imun bawaan bersifat non spesifik dan dapat merespon benda asing dengan cepat. ","Perhitungan C4 digunakan untuk mendeteksi orang yang mengalami defisiensi kongenital ataupun penyakit autoimun seperti systemic lupus erithematosus (SLE), rheumatoid artritis, glomerulonefritis tertentu, hepatitis kronis, penyakit imun kompleks, dan hereditary angiodema. Tingkat C4 merupakan indikator sensitif dari aktivitas SLE dan penyakit glomerulonefritis proliferatif. C4 dapat meningkat pada anemia hemolitik autoimun."
C,C3 Komplemen ,"Komplemen merupakan bagian dari sistem imun bawaan. Tidak seperti imunitas dapatan yang menghasilkan antibodi, sistem imun bawaan bersifat non spesifik dan dapat merespon benda asing dengan cepat. ","Sinonim C3, Complement C3, Tingkat komplemen dapat digunakan sebagai indeks aktivitas penyakit autoimun.Pengukuran C3 digunakan untuk mendeteksi orang pada saat lahir kekurangan faktor ini. Termasuk SLE, hepatitis aktif kronis, infeksi kronis tococcal, dan infeksi kronis tertentu, poststreptococcal, glomerulonefritis membranoproliferatif dan yang lainnya. Peningkatan C3 juga ditemukan pada sejumlah keadaan inflamasi sebagai akibat respon fase akut."
C,CA 125 (Rebaseline),Pemeriksaan CA-125 mengukur konsentrasi cancer antigen 125 (CA-125) dalam darah. CA-125 merupakan protein yang ditemukan dalam sel-sel kanker ovarium,"1. Memantau respon pengobatan dan kekambuhan kanker ovarium. 

2. Seleksi terapi karsinoma endometrium dengan Ca 125 <20 mendapat terapi konservatif daripada yang konsentrasinya tinggi."
C,"C1 Esterase Inhibitor, Functional",Pemeriksaan yang dilakukan untuk mengukur fungsionalitas relatif protein C1 esterase inhibitor  menggunakan enzim immunoassay. ,Mendiagnosis angioedema (pembengkakan di bawah kulit yang disebabkan oleh reaksi alergi) herediter dan untuk memantau respon terhadap terapi
B,Bullous Pemphigoid (Bp 180) Antibody,"Pemfigoid bulosa adalah penyakit kulit kronis, autoimun, subepidermal, terik yang jarang melibatkan selaput lendir. Pemfigoid bulosa ditandai oleh adanya autoantibodi imunoglobulin G (IgG) spesifik untuk antigen pemfigoid bulosa hemidesmosomal BP230 (BPAg1) dan BP180 (BPAg2).",Menunjang diagnosis Bollous Pemphigoid
B,BTA Mikroskopik (Sputum 2),"Pemeriksaan BTA adalah prosedur untuk mendeteksi bakteri penyebab penyakit tuberkulosis (TB). Bakteri TB dapat hidup di lingkungan asam, sehingga pemeriksaan terhadap bakteri ini dikenal dengan nama pemeriksaan bakteri tahan asam (BTA).",Menentukan ada/tidaknya bakteri tahan asam dalam sampel kedua
B,BTA Mikroskopik (Sputum 3),"Pemeriksaan BTA adalah prosedur untuk mendeteksi bakteri penyebab penyakit tuberkulosis (TB). Bakteri TB dapat hidup di lingkungan asam, sehingga pemeriksaan terhadap bakteri ini dikenal dengan nama pemeriksaan bakteri tahan asam (BTA).",Menentukan ada/tidaknya bakteri tahan asam dalam sampel kedua
B,BMD 2 Posisi,Kepadatan tulang (atau kepadatan mineral tulang) adalah istilah medis yang biasanya mengacu pada jumlah materi mineral per sentimeter persegi tulang. Pemeriksaan BMD digunakan dalam pengobatan klinis sebagai indikator tidak langsung dari osteoporosis dan risiko patah tulang.,Untuk melihat tingkat kepadatan tulang dan menentukan risiko terjadinya patah tulang
B,BTA (Mikroskopik),"Pemeriksaan BTA adalah prosedur untuk mendeteksi bakteri penyebab penyakit tuberkulosis (TB). Bakteri TB dapat hidup di lingkungan asam, sehingga pemeriksaan terhadap bakteri ini dikenal dengan nama pemeriksaan bakteri tahan asam (BTA).",Menentukan ada/tidaknya bakteri tahan asam dalam sampel
B,BMD 5 Posisi,Kepadatan tulang (atau kepadatan mineral tulang) adalah istilah medis yang biasanya mengacu pada jumlah materi mineral per sentimeter persegi tulang. Pemeriksaan BMD digunakan dalam pengobatan klinis sebagai indikator tidak langsung dari osteoporosis dan risiko patah tulang.,Untuk melihat tingkat kepadatan tulang dan menentukan risiko terjadinya patah tulang
B,BTA Mikroskopik (Sputum 1),"Pemeriksaan BTA adalah prosedur untuk mendeteksi bakteri penyebab penyakit tuberkulosis (TB). Bakteri TB dapat hidup di lingkungan asam, sehingga pemeriksaan terhadap bakteri ini dikenal dengan nama pemeriksaan bakteri tahan asam (BTA).",Menentukan ada/tidaknya bakteri tahan asam dalam sampel pertama
B,BMD 3 Posisi,Kepadatan tulang (atau kepadatan mineral tulang) adalah istilah medis yang biasanya mengacu pada jumlah materi mineral per sentimeter persegi tulang. Pemeriksaan BMD digunakan dalam pengobatan klinis sebagai indikator tidak langsung dari osteoporosis dan risiko patah tulang.,Untuk melihat tingkat kepadatan tulang dan menentukan risiko terjadinya patah tulang
B,"BK Virus DNA, Quantitative, Real-Time PCR","Virus BK (BKV) adalah virus DNA double-stranded dari famili polyomavirus yang terutama mempengaruhi orang-orang yang mengalami gangguan sistem imun. BKV dapat menyebabkan nefropati pada penerima transplantasi ginjal dengan terapi imunosupresif, mengakibatkan disfungsi ginjal dan, mungkin, kelainan hasil transplant",Pemantauan infeksi BKV
B,Biopsi vulva,"Pengambilan jaringan pada vulva 
","untuk melihat adanya kelainan pada vulva 
"
B,Biopsi vagina,"Pengambilan jaringan pada vagina
","untuk melihat adanya kelainan pada vagina
"
B,Biopsi usus halus,"Pengambilan jaringan pada usus halus
","untuk melihat adanya kelainan pada usus halus
"
B,Biopsi usus duabelas jari,"Pengambilan jaringan pada usus duabelas jari
","untuk melihat adanya kelainan pada usus duabelas jari
"
B,Biopsi ureter,Pengambilan jaringan pada ureter ,untuk melihat adanya kelainan pada ureter 
B,Biopsi transtorakal,"Pengambilan jaringan pada transtorakal 
","untuk melihat adanya kelainan pada transtorakal 
"
B,Biopsi uretral,"Pengambilan jaringan pada uretral
","untuk melihat adanya kelainan pada uretral
"
B,Biopsi tumor thorax,Pengambilan jaringan pada toraks,"untuk melihat adanya kelainan pada toraks
"
B,Biopsi transbronkial,"Pengambilan jaringan pada transbronkial
","untuk melihat adanya kelainan pada transbronkial
"
B,Biopsi trakea,"Pengambilan jaringan pada trakea 
","untuk melihat adanya kelainan pada trakea 
"
B,Biopsi testis kiri,"Pengambilan jaringan pada testis 
","untuk melihat adanya kelainan pada testis 
"
B,Biopsi testis kanan,"Pengambilan jaringan pada testis 
","untuk melihat adanya kelainan pada testis 
"
B,Biopsi tonsil,"Pengambilan jaringan pada Tonsil 
","untuk melihat adanya kelainan pada Tonsil 
"
B,Biopsi Tiroid,"Pengambilan jaringan pada Tiroid
","untuk melihat adanya kelainan pada Tiroid
"
B,Biopsi sinus,"Pengambilan jaringan pada sinus
","untuk melihat adanya kelainan pada sinus
"
B,Biopsi Serviks,"Pengambilan jaringan pada serviks

","untuk melihat adanya kelainan pada serviks
"
B,Biopsi saraf,"Pengambilan jaringan pada saraf
","untuk melihat adanya kelainan pada saraf
"
B,Biopsi pleura,"Pengambilan jaringan pada pleura

","untuk melihat adanya kelainan pada pleura
"
B,Biopsi perut,"Pengambilan jaringan pada perut 
","untuk melihat adanya kelainan pada perut 
"
B,Biopsi payudara kanan tanpa tanda batas,"Pengambilan jaringan pada payudara
","untuk melihat adanya kelainan pada payudara
"
B,Biopsi peritoneal,"Pengambilan jaringan pada peritoneal
","untuk melihat adanya kelainan pada peritoneal
"
B,Biopsi perikardial,"Pengambilan jaringan pada perikardial
","untuk melihat adanya kelainan pada perikardial
"
B,Biopsi payudara kiri tanpa tanda batas,"Pengambilan jaringan pada payudara
","untuk melihat adanya kelainan pada payudara
"
B,Biopsi pankreas,"Pengambilan jaringan pada pankreas 
","untuk melihat adanya kelainan pada pankreas 
"
B,Biopsi paranasal,"Pengambilan jaringan pada paranasal
","untuk melihat adanya kelainan pada paranasal
"
B,Biopsi otot,"Pengambilan jaringan pada otot 
","untuk melihat adanya kelainan pada otot 
"
B,Biopsi ovarium,"Pengambilan jaringan pada ovarium 
","untuk melihat adanya kelainan pada ovarium 
"
B,Biopsi lidah,"Pengambilan jaringan pada lidah
","untuk melihat adanya kelainan pada lidah
"
B,Biopsi mukosa oral,"Pengambilan jaringan pada mukosa oral
","untuk melihat adanya kelainan pada mukosa oral
"
B,Biopsi omentum,"Pengambilan jaringan pada omentum
","untuk melihat adanya kelainan pada omentum
"
B,Biopsi laring,"Pengambilan jaringan pada laring
","untuk melihat adanya kelainan pada laring
"
B,Biopsi Konjungtiva,,Silahkan cek email anda untuk mendapatkan kata sandi baru
B,Biopsi labial,"Pengambilan jaringan pada labial
","untuk melihat adanya kelainan pada labial
"
B,Biopsi mukosa hidung,"Pengambilan jaringan pada mukosa hidung
","untuk melihat adanya kelainan pada mukosa hidung
"
B,Biopsi Kolon,"Pengambilan jaringan pada kolon
","untuk melihat adanya kelainan pada kolon
"
B,Biopsi kelenjar liur kiri,"Pengambilan jaringan pada kelenjar ludah 
","untuk melihat adanya kelainan pada kelenjar ludah 
"
B,Biopsi kelenjar liur kanan,"Pengambilan jaringan pada kelenjar ludah 
","untuk melihat adanya kelainan pada kelenjar ludah 
"
B,Biopsi Kelenjar Getah Bening,"Pengambilan jaringan pada Kelenjar Getah Bening
","untuk melihat adanya kelainan pada Kelenjar Getah Bening
"
B,Biopsi ginjal kiri,"Pengambilan jaringan pada ginjal
","untuk melihat adanya kelainan pada ginjal
"
B,Biopsi kandung kemih,"Pengambilan jaringan pada kandung kemih 
","untuk melihat adanya kelainan pada kandung kemih 
"
B,Biopsi jarum prostat,"Pengambilan jaringan pada prostat
","untuk melihat adanya kelainan pada prostat
"
B,Biopsi jaringan lunak,"Pengambilan jaringan pada jaringan lunak
","untuk melihat adanya kelainan pada jaringan lunak
"
B,Biopsi ginjal kanan,"Pengambilan jaringan pada ginjal
","untuk melihat adanya kelainan pada ginjal
"
B,Biopsi esofagus,Pengambilan jaringan pada esofagus ,untuk melihat adanya kelainan pada esofagus 
B,Biopsi endoserviks,Pengambilan jaringan pada endoserviks,untuk melihat adanya kelainan pada endoserviks
B,Biopsi endometrial,Pengambilan jaringan pada endometrial,untuk melihat adanya kelainan pada endometrial
B,Bilirubin Total (Neonatus),"Bilirubin merupakan pigmen kuning dalam darah dan tinja. Bilirubin dibuat oleh tubuh ketika sel darah merah hancur secara alami. Pada bayi baru lahir, salah satu pertanda kadar bilirubin yang tinggi yaitu kondisi bayi kuning.",Menentukan kadar bilirubin pada bayi baru lahir
B,Bilirubin Total,"Bilirubin adalah hasil perombakan sel darah merah. Hemoglobin dilepaskan dari sel darah merah dan dipecah menjadi heme dan globin. Heme dikatabolisme menjadi biliverdin yang kemudian ditransformasi menjadi bilirubin (bilirubin indirect/tidak terkonjugasi). Di hati, bilirubin indirect berkonjugasi dengan glucuronide menghasilkan bilirubin terkonjugasi/direct. Bilirubin total adalah penjumlahan bilirubin direct dan bilirubin indirect. 

Obat yang meningkatkan bilirubin total :
Alopurinol, asam askorbat, azathioprine, chlorpropamide,kolinergik, kodein, dekstran, diuretik, epinefrin, meperidine, metrotreksat, metildopa, monoamine oxidase inhibitor, morfin, asam nikotinat, kontrasepsi oral, fenotiazin, kuinidin, rifampin, salisilat, steroid, sulfonamid, teofilin dan vitamin A.

Obat yang menurunkan biliribun total :
Barbiturat, kafein, penisilin, salisilat (dosis tinggi)","Peningkatan bilirubin terkonjugasi (direct) :
Batu empedu
Obstruksi saluran ekstrahepatik
Metastase hati
Kolestasis karena obat
Dubin - Johnson syndrome
Rotor's syndrome

Peningkatan bilirubin tidak terkonjugasi (indirect) :
Penyakit hemolitik bayi baru lahir
Hemolitik jaundice
Transfusi darah volume besar
Hepatitis
Sepsis
Neonatal hiperbilirubinemia
Anemia hemolitik
Crigler-Najjar syndrome
Gilbert's syndrome
Anemia pernisiosa
Sirosis
Reaksi transfusi
Sickle cell anemia"
B,Bilasan bronkus,,Silahkan cek email anda untuk mendapatkan kata sandi baru
B,Bikarbonat,"Pemeriksaan ini mengukur jumlah total karbon dioksida (CO2) dalam darah, yang sebagian besar terjadi dalam bentuk bikarbonat (HCO3-).",Mengukur bikarbonat sebagai bagian dari panel elektrolit atau metabolik dapat membantu mendiagnosis ketidakseimbangan elektrolit atau asidosis atau alkalosis. Asidosis dan alkalosis menggambarkan kondisi abnormal yang dihasilkan dari ketidakseimbangan pH darah yang disebabkan oleh kelebihan asam atau alkali (basa). Ketidakseimbangan ini biasanya disebabkan oleh beberapa kondisi atau penyakit yang mendasarinya.
B,Biaya Patient Safety,,Silahkan cek email anda untuk mendapatkan kata sandi baru
B,Biaya Patient Safety - Glukosa 2PP,,Silahkan cek email anda untuk mendapatkan kata sandi baru
B,Biaya Transport Home Care,,Silahkan cek email anda untuk mendapatkan kata sandi baru
B,Biaya Administrasi,,Silahkan cek email anda untuk mendapatkan kata sandi baru
B,"Beta-2-Microglobulin,Serum","Beta-2 microglobulin (B2M) adalah protein yang ditemukan di hampir semua permukaan sel di dalam tubuh dan dilepaskan oleh sel-sel ke dalam darah, terutama oleh limfosit B dan sel-sel tumor. Protein ini hadir di sebagian besar cairan tubuh dan tingkatnya meningkat seiring dengan kondisi yang meningkatkan produksi sel dan / atau karena adanya kerusakan, atau yang mengaktifkan sistem kekebalan.","1. Untuk membantu mengevaluasi tingkat keparahan rognosis kanker tertentu, seperti multiple myeloma dan beberapa limfoma
2. Mencerminkan ukuran tumor, kecepatan pertumbuhan dan fungsi ginjal"
B,B-HCG,"Human chorionic gonadotropin (hCG) adalah hormon yang diproduksi oleh plasenta wanita hamil. Di awal kehamilan, tingkat hCG meningkat dalam darah dan dihilangkan dalam urin. Tes kehamilan mendeteksi hCG dalam darah atau urin dan mengkonfirmasi atau mengesampingkan kehamilan.","Manfaat pemeriksaan beta hCG adalah untuk :
- Konfirmasi terjadinya kehamilan
- Memantau fungsi tropoblastik terhadap komplikasi kehamilan seperti abortus spontan dan kehamilan ektopik"
B,Bilirubin (Total/Direk/Indirek),"Bilirubin adalah zat kuning oranye yang dibuat selama penguraian sel darah merah. Bilirubin melewati hati dan akhirnya dikeluarkan dari tubuh. Kadar bilirubin yang lebih tinggi dari normal dapat mengindikasikan berbagai jenis masalah hati. Kadang-kadang, kadar bilirubin yang lebih tinggi dapat mengindikasikan peningkatan laju kerusakan sel darah merah (hemolisis). Bilirubin yang tinggi terdiri dari bilirubin direk dan indirek. Bilirubin indirek artinya bilirubin yang harus berikatan dengan protein (albumin) agar dari darah bisa masuk ke dalam hari. Sedangkan bilirubin direk adalah bilirubin yang tidak perlu bantuan ikatan dengan protein. Bilirubin ini keluar dari hati menuju saluran pencernaan, yang menyebabkan feses berwarna kuning",Mengukur konsentrasi bilirubin total/direk/indirek dalam darah
B,"Beta-2-Microglobulin, Urine",Beta-2-Microglobulin (B2M) adalah protein dengan berat molekul rendah yang membentuk komponen rantai ringan antigen histokompatibilitas. B2M disintesis oleh semua jenis sel berinti. B2M adalah bagian integral dari antigen MHC kelas I dan hadir dalam semua cairan tubuh. B2M disaring melalui glomeruli ginjal dan kemudian diserap kembali dan diberi catabolis oleh sel tubular proksimal. Pada pasien normal hanya sejumlah kecil B2M yang muncul dalam urin.,"B2M urin yang meningkat terlihat pada kelainan tubulo-interstitial. Peningkatan B2M urin terlihat pada paparan kadmium, diatrizoat, olahraga, demam, nefrektomi, semen. Ada bukti bahwa pemantauan tingkat B2M pada orang yang terinfeksi HIV menawarkan prediktor independen untuk pengembangan menjadi AIDS, leukemia dan limfoma."
B,"Beta-2-Glycoprotein I (Beta-2-GPI) IgG, IgM & IgA Autoabs",Anti-?2 Glikoprotein 1 merupakan kofaktor untuk antibodi phospholipid berikatan pada kasus anti phospholipid syndrome. ,Sebagai biomarker yang spesifik untuk penanda antiphospholipid syndrome
B,Beta Thalassaemia Genotyping,,Silahkan cek email anda untuk mendapatkan kata sandi baru
B,Bilirubin Direk ,"Bilirubin adalah hasil perombakan sel darah merah. Hemoglobin dilepaskan dari sel darah merah dan dipecah menjadi heme dan globin. Heme dikatabolisme menjadi biliverdin yang kemudian ditransformasi menjadi bilirubin (bilirubin indirect/tidak terkonjugasi). Di hati, bilirubin indirect berkonjugasi dengan glucuronide menghasilkan bilirubin terkonjugasi/direct. 
","Hal yang menyebabkan bilirubin direk meningkat:

Penyebab intrahepatik :
Penyakit hepatoselular
Infeksi virus (hepatitis A, B dan C)
Penggunaan alkohol kronik
Penyakit autoimun
Obat-obatan
Kehamilan
Nutrisi parenteral
Sarkoidosis
Sindrom Dubin-johnson, sindrom Rotor
Primary biliary cirrhosis
Primary sclerosing cholangitis

Penyebab ekstrahepatik :
Batu empedu
Infeksi (CMV, Cryptosporidium pada pasien AIDS)
Keganasan intrahepatik
Cholangiocarcinoma
Pankreatitis
Keganasan ekstrahepatik (pankreas, limfoma)
"
B,Biopsi endobronkial,Pengambilan jaringan pada endobronkial,untuk melihat adanya kelainan pada endobronkial
B,Beta 2-Microglobulin,"Beta-2 microglobulin (B2M) adalah protein yang ditemukan di hampir semua permukaan sel di dalam tubuh dan dilepaskan oleh sel-sel ke dalam darah, terutama oleh limfosit B dan sel-sel tumor. Protein ini hadir di sebagian besar cairan tubuh dan tingkatnya meningkat seiring dengan kondisi yang meningkatkan produksi sel dan / atau karena adanya kerusakan, atau yang mengaktifkan sistem kekebalan.","1. Untuk membantu mengevaluasi tingkat keparahan rognosis kanker tertentu, seperti multiple myeloma dan beberapa limfoma
2. Mencerminkan ukuran tumor, kecepatan pertumbuhan dan fungsi ginjal"
B,Benzodiazepine,Benzodiazepin adalah jenis obat yang memiliki efek sedatif atau menenangkan,mendeteksi kadar benzodiazepin dalam darah
B,Berilium (Be) Urine,"berilium adalah logam abu-abu keras, yang paling ringan dari semua logam, dan dapat ditemukan di batuan mineral, batu bara, tanah, dan debu vulkanik.",Biomonitoring pajanan Berilium
B,Benzoylecgonine Kuantitatif Urine,"Benzoylecgonine adalah metabolit utama untuk kokain, pemeriksaan benzoylecgonine bertujuan untuk mengetahui penggunaan kokain. Kokain adalah salah satu obat yang paling sering digunakan dan disalahgunakan.",Mengetahui penyalahgunaan kokain
B,Besi ,Besi/ Serum Iron (SI): kadar besi dalam darah yang berikatan dengan transferin. ,"Mengetahui kadar besi dalam tubuh, untuk mendeteksi defisiensi besi yang dapat menyebabkan anemia."
B,Benzodiazepin Kuantitatif Urine,Benzodiazepin adalah jenis obat yang memiliki efek sedatif atau menenangkan,mendeteksi kadar benzodiazepin dalam urine
B,Benzodiazepin Kuantitatif Serum,Benzodiazepin adalah jenis obat yang memiliki efek sedatif atau menenangkan,mendeteksi kadar benzodiazepin dalam darah
B,B-Cell Lymphoproliverative Disease,"Gangguan limfoproliferatif sel B adalah kondisi dalam darah yang melibatkan pertumbuhan limfosit (sel darah putih) yang tidak terkontrol. Kondisi ini termasuk kanker seperti multiple myeloma, limfoma Hodgkin dan leukemia limfositik kronis (CLL), dan kondisi prekursor seperti limfositosis sel B monoklonal.",untuk menentukan terapi yang tepat pada pasien.
B,Biopsi bronkus kanan,Pengambilan jaringan pada bronkus,untuk melihat adanya kelainan pada bronkus
B,Barium (Ba) Urine,Barium adalah logam alkali tanah yang lunak dan keperakan,Biomonitoring pajanan Barium
B,"Bartonella Henselae Antibodies (IgG, IgM) with Reflex to Titers (Quest)","Jika skrining Bartonella henselae positif, titer IgG dan / atau IgM akan dikenakan biaya tambahan.",Memberikan titer IgG dan IgM pada hasil yang positif
